tahun,bulan_num,bulan,periode,tgl,kategori,produk,line,mesin,kg_ctn,target_day,daily,acc
2026,1,Januari,Januari 2026,28,Small/Medium,AJP 200gr,LINE-12,GP C,6.0,2016,0.0,920.0
2026,1,Januari,Januari 2026,28,Small/Medium,Ajinomoto Plus,LINE-12,GP C,20.0,1260,0.0,2848.0
2026,1,Januari,Januari 2026,28,Small/Medium,Ajiplus,LINE-12,GP C,20.0,1260,0.0,10783.0
2026,1,Januari,Januari 2026,28,Small/Medium,Ajiplus Ekicho,LINE-12,GP C,20.0,1260,0.0,8210.0
2026,1,Januari,Januari 2026,28,Small/Medium,Ajiplus Premium,LINE-12,GP C,20.0,1008,0.0,3246.0
2026,1,Januari,Januari 2026,28,Small/Medium,Amamiplus,LINE-13,Vertical Packer,12.0,44,0.0,503.0
2026,1,Januari,Januari 2026,28,Bag Type,Eco Pack,LINE-9,GP I & K,14.4,441,0.0,28039.0
2026,1,Januari,Januari 2026,28,Bag Type,KGLC,LINE-9,GP I & K,12.0,8400,0.0,13900.0
2026,1,Januari,Januari 2026,28,Bag Type,KGRC,LINE-9,GP I & K,20.0,5040,0.0,28039.0
2026,1,Januari,Januari 2026,28,Small/Medium,MJCL,LINE-4,YDE,2.52,2187,2300.0,64024.0
2026,1,Januari,Januari 2026,28,Small/Medium,PTCL,LINE-6,YDE,5.76,1952,0.0,79808.0
2026,1,Januari,Januari 2026,28,Small/Medium,PTPA 20gr,LINE-11,YDE,5.76,1952,0.0,3971.0
2026,1,Januari,Januari 2026,29,Small/Medium,100G,LINE-10,UNILOGO,12.0,1575,1280.0,27050.0
2026,1,Januari,Januari 2026,29,Bag Type,250LC,LINE-9,GP I & K,12.0,2520,1689.0,14801.0
2026,1,Januari,Januari 2026,29,Bag Type,250RC,LINE-8,"TT10 GP E,G,H",20.0,2217,2217.0,70065.0
2026,1,Januari,Januari 2026,29,Bag Type,250RC,LINE-9,GP I & K,20.0,1689,1689.0,14801.0
2026,1,Januari,Januari 2026,29,Bag Type,500G,LINE-9,GP I & K,12.0,5040,0.0,5132.0
2026,1,Januari,Januari 2026,29,Small/Medium,50G,LINE-5,SANCO,12.0,1418,0.0,16798.0
2026,1,Januari,Januari 2026,29,Bag Type,A5RB,LINE-1,Vertical Packer,10.8,2016,0.0,40998.0
2026,1,Januari,Januari 2026,29,Small/Medium,A5RB,LINE-3,Vertical Packer,10.8,2016,1800.0,59215.0
2026,1,Januari,Januari 2026,29,Small/Medium,AJP 200gr,LINE-12,GP C,6.0,2016,0.0,920.0
2026,1,Januari,Januari 2026,29,Small/Medium,Ajinomoto Plus,LINE-12,GP C,20.0,1260,0.0,2848.0
2026,1,Januari,Januari 2026,29,Small/Medium,Ajiplus,LINE-12,GP C,20.0,1260,0.0,10783.0
2026,1,Januari,Januari 2026,29,Small/Medium,Ajiplus Ekicho,LINE-12,GP C,20.0,1260,0.0,8210.0
2026,1,Januari,Januari 2026,29,Small/Medium,Ajiplus Premium,LINE-12,GP C,20.0,1008,0.0,3246.0
2026,1,Januari,Januari 2026,29,Small/Medium,Amamiplus,LINE-13,Vertical Packer,12.0,44,0.0,503.0
2026,1,Januari,Januari 2026,29,Bag Type,Eco Pack,LINE-9,GP I & K,14.4,441,0.0,28039.0
2026,1,Januari,Januari 2026,29,Bag Type,KGLC,LINE-9,GP I & K,12.0,8400,0.0,13900.0
2026,1,Januari,Januari 2026,29,Bag Type,KGRC,LINE-9,GP I & K,20.0,5040,0.0,28039.0
2026,1,Januari,Januari 2026,29,Small/Medium,MJCL,LINE-4,YDE,2.52,2187,2000.0,66024.0
2026,1,Januari,Januari 2026,29,Small/Medium,PTCL,LINE-6,YDE,5.76,1952,0.0,79808.0
2026,1,Januari,Januari 2026,29,Small/Medium,PTPA 20gr,LINE-11,YDE,5.76,1952,0.0,3971.0
2026,1,Januari,Januari 2026,30,Small/Medium,100G,LINE-10,UNILOGO,12.0,1575,0.0,27050.0
2026,1,Januari,Januari 2026,30,Bag Type,250LC,LINE-9,GP I & K,12.0,2520,1689.0,16490.0
2026,1,Januari,Januari 2026,30,Bag Type,250RC,LINE-8,"TT10 GP E,G,H",20.0,2217,2217.0,72282.0
2026,1,Januari,Januari 2026,30,Bag Type,250RC,LINE-9,GP I & K,20.0,1689,1689.0,16490.0
2026,1,Januari,Januari 2026,30,Bag Type,500G,LINE-9,GP I & K,12.0,5040,0.0,5132.0
2026,1,Januari,Januari 2026,30,Small/Medium,50G,LINE-5,SANCO,12.0,1418,0.0,16798.0
2026,1,Januari,Januari 2026,30,Bag Type,A5RB,LINE-1,Vertical Packer,10.8,2016,0.0,40998.0
2026,1,Januari,Januari 2026,30,Small/Medium,A5RB,LINE-3,Vertical Packer,10.8,2016,2016.0,61231.0
2026,1,Januari,Januari 2026,30,Small/Medium,AJP 200gr,LINE-12,GP C,6.0,2016,0.0,920.0
2026,1,Januari,Januari 2026,30,Small/Medium,Ajinomoto Plus,LINE-12,GP C,20.0,1260,0.0,2848.0
2026,1,Januari,Januari 2026,30,Small/Medium,Ajiplus,LINE-12,GP C,20.0,1260,0.0,10783.0
2026,1,Januari,Januari 2026,30,Small/Medium,Ajiplus Ekicho,LINE-12,GP C,20.0,1260,0.0,8210.0
2026,1,Januari,Januari 2026,30,Small/Medium,Ajiplus Premium,LINE-12,GP C,20.0,1008,0.0,3246.0
2026,1,Januari,Januari 2026,30,Small/Medium,Amamiplus,LINE-13,Vertical Packer,12.0,44,0.0,503.0
2026,1,Januari,Januari 2026,30,Bag Type,Eco Pack,LINE-9,GP I & K,14.4,441,0.0,28039.0
2026,1,Januari,Januari 2026,30,Bag Type,KGLC,LINE-9,GP I & K,12.0,8400,0.0,13900.0
2026,1,Januari,Januari 2026,30,Bag Type,KGRC,LINE-9,GP I & K,20.0,5040,0.0,28039.0
2026,1,Januari,Januari 2026,30,Small/Medium,MJCL,LINE-4,YDE,2.52,2187,2300.0,68324.0
2026,1,Januari,Januari 2026,30,Small/Medium,PTCL,LINE-6,YDE,5.76,1952,0.0,79808.0
2026,1,Januari,Januari 2026,30,Small/Medium,PTPA 20gr,LINE-11,YDE,5.76,1952,0.0,3971.0
2026,1,Januari,Januari 2026,31,Small/Medium,100G,LINE-10,UNILOGO,12.0,1575,0.0,27050.0
2026,1,Januari,Januari 2026,31,Bag Type,250LC,LINE-9,GP I & K,12.0,2520,813.0,17303.0
2026,1,Januari,Januari 2026,31,Bag Type,250RC,LINE-8,"TT10 GP E,G,H",20.0,2217,1100.0,73382.0
2026,1,Januari,Januari 2026,31,Bag Type,250RC,LINE-9,GP I & K,20.0,1689,813.0,17303.0
2026,1,Januari,Januari 2026,31,Bag Type,500G,LINE-9,GP I & K,12.0,5040,0.0,5132.0
2026,1,Januari,Januari 2026,31,Small/Medium,50G,LINE-5,SANCO,12.0,1418,0.0,16798.0
2026,1,Januari,Januari 2026,31,Bag Type,A5RB,LINE-1,Vertical Packer,10.8,2016,0.0,40998.0
2026,1,Januari,Januari 2026,31,Small/Medium,A5RB,LINE-3,Vertical Packer,10.8,2016,970.0,62201.0
2026,1,Januari,Januari 2026,31,Small/Medium,AJP 200gr,LINE-12,GP C,6.0,2016,0.0,920.0
2026,1,Januari,Januari 2026,31,Small/Medium,Ajinomoto Plus,LINE-12,GP C,20.0,1260,0.0,2848.0
2026,1,Januari,Januari 2026,31,Small/Medium,Ajiplus,LINE-12,GP C,20.0,1260,0.0,10783.0
2026,1,Januari,Januari 2026,31,Small/Medium,Ajiplus Ekicho,LINE-12,GP C,20.0,1260,0.0,8210.0
2026,1,Januari,Januari 2026,31,Small/Medium,Ajiplus Premium,LINE-12,GP C,20.0,1008,0.0,3246.0
2026,1,Januari,Januari 2026,31,Small/Medium,Amamiplus,LINE-13,Vertical Packer,12.0,44,0.0,503.0
2026,1,Januari,Januari 2026,31,Bag Type,Eco Pack,LINE-9,GP I & K,14.4,441,0.0,28039.0
2026,1,Januari,Januari 2026,31,Bag Type,KGLC,LINE-9,GP I & K,12.0,8400,0.0,13900.0
2026,1,Januari,Januari 2026,31,Bag Type,KGRC,LINE-9,GP I & K,20.0,5040,0.0,28039.0
2026,1,Januari,Januari 2026,31,Small/Medium,MJCL,LINE-4,YDE,2.52,2187,1000.0,69324.0
2026,1,Januari,Januari 2026,31,Small/Medium,PTCL,LINE-6,YDE,5.76,1952,0.0,79808.0
2026,1,Januari,Januari 2026,31,Small/Medium,PTPA 20gr,LINE-11,YDE,5.76,1952,0.0,3971.0
2026,2,Februari,Februari 2026,1,Small/Medium,100G,LINE-10,UNILOGO,12.0,1575,1371.0,1371.0
2026,2,Februari,Februari 2026,1,Bag Type,250LC,LINE-9,GP I & K,12.0,2520,0.0,0.0
2026,2,Februari,Februari 2026,1,Bag Type,250RC,LINE-8,"GP TT10,E,G,H",20.0,2217,2449.0,2449.0
2026,2,Februari,Februari 2026,1,Bag Type,250RC,LINE-9,GP I & K,20.0,1689,1616.0,1616.0
2026,2,Februari,Februari 2026,1,Bag Type,500G,LINE-9,GP I,12.0,4500,0.0,0.0
2026,2,Februari,Februari 2026,1,Small/Medium,50G,LINE-5,SANCO,12.0,1418,176.0,176.0
2026,2,Februari,Februari 2026,1,Bag Type,A5RB,LINE-1,Vertical Packer,10.8,2016,2116.0,2116.0
2026,2,Februari,Februari 2026,1,Bag Type,A5RB,LINE-2,Vertical Packer,10.8,2016,0.0,0.0
2026,2,Februari,Februari 2026,1,Small/Medium,A5RB,LINE-3,Vertical Packer,10.8,2016,2156.0,2156.0
2026,2,Februari,Februari 2026,1,Small/Medium,AJP 200gr,LINE-12,GP C,6.0,2016,1053.0,1053.0
2026,2,Februari,Februari 2026,1,Small/Medium,Ajinomoto Plus,LINE-12,GP C,20.0,1260,0.0,0.0
2026,2,Februari,Februari 2026,1,Small/Medium,Ajiplus,LINE-12,GP C,20.0,1260,0.0,0.0
2026,2,Februari,Februari 2026,1,Small/Medium,Ajiplus Ekicho,LINE-12,GP C,20.0,1260,0.0,0.0
2026,2,Februari,Februari 2026,1,Small/Medium,Ajiplus Premium,LINE-12,GP C,20.0,1008,0.0,0.0
2026,2,Februari,Februari 2026,1,Small/Medium,Amamiplus,LINE-13,Vertical Packer,12.0,44,0.0,0.0
2026,2,Februari,Februari 2026,1,Bag Type,Eco Pack,LINE-9,GP I & K,14.4,441,0.0,0.0
2026,2,Februari,Februari 2026,1,Bag Type,KGLC,LINE-9,GP I & K,12.0,4200,0.0,0.0
2026,2,Februari,Februari 2026,1,Bag Type,KGRC,LINE-9,GP I,20.0,4500,0.0,0.0
2026,2,Februari,Februari 2026,1,Small/Medium,MJCL,LINE-4,YDE,2.52,2187,2218.0,2218.0
2026,2,Februari,Februari 2026,1,Small/Medium,PTCL,LINE-6,YDE,5.76,3904,3489.0,3489.0
2026,2,Februari,Februari 2026,1,Small/Medium,PTPA 20gr,LINE-11,YDE,5.76,1952,0.0,0.0
2026,2,Februari,Februari 2026,1,Small/Medium,ekicho 20Kg,LINE-12,GP C,20.0,1008,0.0,0.0
2026,2,Februari,Februari 2026,2,Small/Medium,100G,LINE-10,UNILOGO,12.0,1575,1519.0,2890.0
2026,2,Februari,Februari 2026,2,Bag Type,250LC,LINE-9,GP I & K,12.0,2520,0.0,0.0
2026,2,Februari,Februari 2026,2,Bag Type,250RC,LINE-8,"GP TT10,E,G,H",20.0,2217,2493.0,4942.0
2026,2,Februari,Februari 2026,2,Bag Type,250RC,LINE-9,GP I & K,20.0,1689,722.0,2338.0
2026,2,Februari,Februari 2026,2,Bag Type,500G,LINE-9,GP I,12.0,4500,0.0,0.0
2026,2,Februari,Februari 2026,2,Small/Medium,50G,LINE-5,SANCO,12.0,1418,918.0,1094.0
2026,2,Februari,Februari 2026,2,Bag Type,A5RB,LINE-1,Vertical Packer,10.8,2016,2091.0,4207.0
2026,2,Februari,Februari 2026,2,Bag Type,A5RB,LINE-2,Vertical Packer,10.8,2016,0.0,0.0
2026,2,Februari,Februari 2026,2,Small/Medium,A5RB,LINE-3,Vertical Packer,10.8,2016,2159.0,4315.0
2026,2,Februari,Februari 2026,2,Small/Medium,AJP 200gr,LINE-12,GP C,6.0,2016,124.0,1177.0
2026,2,Februari,Februari 2026,2,Small/Medium,Ajinomoto Plus,LINE-12,GP C,20.0,1260,120.0,120.0
2026,2,Februari,Februari 2026,2,Small/Medium,Ajiplus,LINE-12,GP C,20.0,1260,0.0,0.0
2026,2,Februari,Februari 2026,2,Small/Medium,Ajiplus Ekicho,LINE-12,GP C,20.0,1260,0.0,0.0
2026,2,Februari,Februari 2026,2,Small/Medium,Ajiplus Premium,LINE-12,GP C,20.0,1008,0.0,0.0
2026,2,Februari,Februari 2026,2,Small/Medium,Amamiplus,LINE-13,Vertical Packer,12.0,44,0.0,0.0
2026,2,Februari,Februari 2026,2,Bag Type,Eco Pack,LINE-9,GP I & K,14.4,441,0.0,0.0
2026,2,Februari,Februari 2026,2,Bag Type,KGLC,LINE-9,GP I & K,12.0,4200,0.0,0.0
2026,2,Februari,Februari 2026,2,Bag Type,KGRC,LINE-9,GP I,20.0,4500,0.0,0.0
2026,2,Februari,Februari 2026,2,Small/Medium,MJCL,LINE-4,YDE,2.52,2187,2387.0,4605.0
2026,2,Februari,Februari 2026,2,Small/Medium,PTCL,LINE-6,YDE,5.76,3904,3852.0,7341.0
2026,2,Februari,Februari 2026,2,Small/Medium,PTPA 20gr,LINE-11,YDE,5.76,1952,0.0,0.0
2026,2,Februari,Februari 2026,2,Small/Medium,ekicho 20Kg,LINE-12,GP C,20.0,1008,0.0,0.0
2026,2,Februari,Februari 2026,3,Small/Medium,100G,LINE-10,UNILOGO,12.0,1575,1702.0,4592.0
2026,2,Februari,Februari 2026,3,Bag Type,250LC,LINE-9,GP I & K,12.0,2520,2677.0,2677.0
2026,2,Februari,Februari 2026,3,Bag Type,250RC,LINE-8,"GP TT10,E,G,H",20.0,2217,2596.0,7538.0
2026,2,Februari,Februari 2026,3,Bag Type,250RC,LINE-9,GP I & K,20.0,1689,0.0,2338.0
2026,2,Februari,Februari 2026,3,Bag Type,500G,LINE-9,GP I,12.0,4500,0.0,0.0
2026,2,Februari,Februari 2026,3,Small/Medium,50G,LINE-5,SANCO,12.0,1418,155.0,1249.0
2026,2,Februari,Februari 2026,3,Bag Type,A5RB,LINE-1,Vertical Packer,10.8,2016,1946.0,6153.0
2026,2,Februari,Februari 2026,3,Bag Type,A5RB,LINE-2,Vertical Packer,10.8,2016,0.0,0.0
2026,2,Februari,Februari 2026,3,Small/Medium,A5RB,LINE-3,Vertical Packer,10.8,2016,2227.0,6542.0
2026,2,Februari,Februari 2026,3,Small/Medium,AJP 200gr,LINE-12,GP C,6.0,2016,0.0,1177.0
2026,2,Februari,Februari 2026,3,Small/Medium,Ajinomoto Plus,LINE-12,GP C,20.0,1260,0.0,120.0
2026,2,Februari,Februari 2026,3,Small/Medium,Ajiplus,LINE-12,GP C,20.0,1260,0.0,0.0
2026,2,Februari,Februari 2026,3,Small/Medium,Ajiplus Ekicho,LINE-12,GP C,20.0,1260,0.0,0.0
2026,2,Februari,Februari 2026,3,Small/Medium,Ajiplus Premium,LINE-12,GP C,20.0,1008,546.0,546.0
2026,2,Februari,Februari 2026,3,Small/Medium,Amamiplus,LINE-13,Vertical Packer,12.0,44,0.0,0.0
2026,2,Februari,Februari 2026,3,Bag Type,Eco Pack,LINE-9,GP I & K,14.4,441,0.0,0.0
2026,2,Februari,Februari 2026,3,Bag Type,KGLC,LINE-9,GP I & K,12.0,4200,0.0,0.0
2026,2,Februari,Februari 2026,3,Bag Type,KGRC,LINE-9,GP I,20.0,4500,0.0,0.0
2026,2,Februari,Februari 2026,3,Small/Medium,MJCL,LINE-4,YDE,2.52,2187,2399.0,7004.0
2026,2,Februari,Februari 2026,3,Small/Medium,PTCL,LINE-6,YDE,5.76,3904,0.0,7341.0
2026,2,Februari,Februari 2026,3,Small/Medium,PTPA 20gr,LINE-11,YDE,5.76,1952,0.0,0.0
2026,2,Februari,Februari 2026,3,Small/Medium,ekicho 20Kg,LINE-12,GP C,20.0,1008,0.0,0.0
2026,2,Februari,Februari 2026,4,Small/Medium,100G,LINE-10,UNILOGO,12.0,1575,0.0,4592.0
2026,2,Februari,Februari 2026,4,Bag Type,250LC,LINE-9,GP I & K,12.0,2520,2786.0,5463.0
2026,2,Februari,Februari 2026,4,Bag Type,250RC,LINE-8,"GP TT10,E,G,H",20.0,2217,2632.0,10170.0
2026,2,Februari,Februari 2026,4,Bag Type,250RC,LINE-9,GP I & K,20.0,1689,0.0,2338.0
2026,2,Februari,Februari 2026,4,Bag Type,500G,LINE-9,GP I,12.0,4500,0.0,0.0
2026,2,Februari,Februari 2026,4,Small/Medium,50G,LINE-5,SANCO,12.0,1418,1357.0,2606.0
2026,2,Februari,Februari 2026,4,Bag Type,A5RB,LINE-1,Vertical Packer,10.8,2016,2118.0,8271.0
2026,2,Februari,Februari 2026,4,Bag Type,A5RB,LINE-2,Vertical Packer,10.8,2016,0.0,0.0
2026,2,Februari,Februari 2026,4,Small/Medium,A5RB,LINE-3,Vertical Packer,10.8,2016,2216.0,8758.0
2026,2,Februari,Februari 2026,4,Small/Medium,AJP 200gr,LINE-12,GP C,6.0,2016,0.0,1177.0
2026,2,Februari,Februari 2026,4,Small/Medium,Ajinomoto Plus,LINE-12,GP C,20.0,1260,0.0,120.0
2026,2,Februari,Februari 2026,4,Small/Medium,Ajiplus,LINE-12,GP C,20.0,1260,0.0,0.0
2026,2,Februari,Februari 2026,4,Small/Medium,Ajiplus Ekicho,LINE-12,GP C,20.0,1260,0.0,0.0
2026,2,Februari,Februari 2026,4,Small/Medium,Ajiplus Premium,LINE-12,GP C,20.0,1008,1019.0,1565.0
2026,2,Februari,Februari 2026,4,Small/Medium,Amamiplus,LINE-13,Vertical Packer,12.0,44,0.0,0.0
2026,2,Februari,Februari 2026,4,Bag Type,Eco Pack,LINE-9,GP I & K,14.4,441,0.0,0.0
2026,2,Februari,Februari 2026,4,Bag Type,KGLC,LINE-9,GP I & K,12.0,4200,0.0,0.0
2026,2,Februari,Februari 2026,4,Bag Type,KGRC,LINE-9,GP I,20.0,4500,0.0,0.0
2026,2,Februari,Februari 2026,4,Small/Medium,MJCL,LINE-4,YDE,2.52,2187,2487.0,9491.0
2026,2,Februari,Februari 2026,4,Small/Medium,PTCL,LINE-6,YDE,5.76,3904,0.0,7341.0
2026,2,Februari,Februari 2026,4,Small/Medium,PTPA 20gr,LINE-11,YDE,5.76,1952,0.0,0.0
2026,2,Februari,Februari 2026,4,Small/Medium,ekicho 20Kg,LINE-12,GP C,20.0,1008,0.0,0.0
2026,2,Februari,Februari 2026,5,Small/Medium,100G,LINE-10,UNILOGO,12.0,1575,0.0,4592.0
2026,2,Februari,Februari 2026,5,Bag Type,250LC,LINE-9,GP I & K,12.0,2520,103.0,5566.0
2026,2,Februari,Februari 2026,5,Bag Type,250RC,LINE-8,"GP TT10,E,G,H",20.0,2217,2630.0,12800.0
2026,2,Februari,Februari 2026,5,Bag Type,250RC,LINE-9,GP I & K,20.0,1689,0.0,2338.0
2026,2,Februari,Februari 2026,5,Bag Type,500G,LINE-9,GP I,12.0,4500,0.0,0.0
2026,2,Februari,Februari 2026,5,Small/Medium,50G,LINE-5,SANCO,12.0,1418,1394.0,4000.0
2026,2,Februari,Februari 2026,5,Bag Type,A5RB,LINE-1,Vertical Packer,10.8,2016,2118.0,10389.0
2026,2,Februari,Februari 2026,5,Bag Type,A5RB,LINE-2,Vertical Packer,10.8,2016,0.0,0.0
2026,2,Februari,Februari 2026,5,Small/Medium,A5RB,LINE-3,Vertical Packer,10.8,2016,2234.0,10992.0
2026,2,Februari,Februari 2026,5,Small/Medium,AJP 200gr,LINE-12,GP C,6.0,2016,0.0,1177.0
2026,2,Februari,Februari 2026,5,Small/Medium,Ajinomoto Plus,LINE-12,GP C,20.0,1260,0.0,120.0
2026,2,Februari,Februari 2026,5,Small/Medium,Ajiplus,LINE-12,GP C,20.0,1260,0.0,0.0
2026,2,Februari,Februari 2026,5,Small/Medium,Ajiplus Ekicho,LINE-12,GP C,20.0,1260,0.0,0.0
2026,2,Februari,Februari 2026,5,Small/Medium,Ajiplus Premium,LINE-12,GP C,20.0,1008,1052.0,2617.0
2026,2,Februari,Februari 2026,5,Small/Medium,Amamiplus,LINE-13,Vertical Packer,12.0,44,0.0,0.0
2026,2,Februari,Februari 2026,5,Bag Type,Eco Pack,LINE-9,GP I & K,14.4,441,0.0,0.0
2026,2,Februari,Februari 2026,5,Bag Type,KGLC,LINE-9,GP I & K,12.0,4200,0.0,0.0
2026,2,Februari,Februari 2026,5,Bag Type,KGRC,LINE-9,GP I,20.0,4500,3193.0,3193.0
2026,2,Februari,Februari 2026,5,Small/Medium,MJCL,LINE-4,YDE,2.52,2187,2408.0,11899.0
2026,2,Februari,Februari 2026,5,Small/Medium,PTCL,LINE-6,YDE,5.76,3904,3810.0,11151.0
2026,2,Februari,Februari 2026,5,Small/Medium,PTPA 20gr,LINE-11,YDE,5.76,1952,0.0,0.0
2026,2,Februari,Februari 2026,5,Small/Medium,ekicho 20Kg,LINE-12,GP C,20.0,1008,0.0,0.0
2026,2,Februari,Februari 2026,6,Small/Medium,100G,LINE-10,UNILOGO,12.0,1575,0.0,4592.0
2026,2,Februari,Februari 2026,6,Bag Type,250LC,LINE-9,GP I & K,12.0,2520,0.0,5566.0
2026,2,Februari,Februari 2026,6,Bag Type,250RC,LINE-8,"GP TT10,E,G,H",20.0,2217,2527.0,15327.0
2026,2,Februari,Februari 2026,6,Bag Type,250RC,LINE-9,GP I & K,20.0,1689,0.0,2338.0
2026,2,Februari,Februari 2026,6,Bag Type,500G,LINE-9,GP I,12.0,4500,0.0,0.0
2026,2,Februari,Februari 2026,6,Small/Medium,50G,LINE-5,SANCO,12.0,1418,1233.0,5233.0
2026,2,Februari,Februari 2026,6,Bag Type,A5RB,LINE-1,Vertical Packer,10.8,2016,2190.0,12579.0
2026,2,Februari,Februari 2026,6,Bag Type,A5RB,LINE-2,Vertical Packer,10.8,2016,0.0,0.0
2026,2,Februari,Februari 2026,6,Small/Medium,A5RB,LINE-3,Vertical Packer,10.8,2016,2119.0,13111.0
2026,2,Februari,Februari 2026,6,Small/Medium,AJP 200gr,LINE-12,GP C,6.0,2016,0.0,1177.0
2026,2,Februari,Februari 2026,6,Small/Medium,Ajinomoto Plus,LINE-12,GP C,20.0,1260,317.0,437.0
2026,2,Februari,Februari 2026,6,Small/Medium,Ajiplus,LINE-12,GP C,20.0,1260,0.0,0.0
2026,2,Februari,Februari 2026,6,Small/Medium,Ajiplus Ekicho,LINE-12,GP C,20.0,1260,0.0,0.0
2026,2,Februari,Februari 2026,6,Small/Medium,Ajiplus Premium,LINE-12,GP C,20.0,1008,504.0,3121.0
2026,2,Februari,Februari 2026,6,Small/Medium,Amamiplus,LINE-13,Vertical Packer,12.0,44,0.0,0.0
2026,2,Februari,Februari 2026,6,Bag Type,Eco Pack,LINE-9,GP I & K,14.4,441,0.0,0.0
2026,2,Februari,Februari 2026,6,Bag Type,KGLC,LINE-9,GP I & K,12.0,4200,0.0,0.0
2026,2,Februari,Februari 2026,6,Bag Type,KGRC,LINE-9,GP I,20.0,4500,4486.0,7679.0
2026,2,Februari,Februari 2026,6,Small/Medium,MJCL,LINE-4,YDE,2.52,2187,2342.0,14241.0
2026,2,Februari,Februari 2026,6,Small/Medium,PTCL,LINE-6,YDE,5.76,3904,4146.0,15297.0
2026,2,Februari,Februari 2026,6,Small/Medium,PTPA 20gr,LINE-11,YDE,5.76,1952,0.0,0.0
2026,2,Februari,Februari 2026,6,Small/Medium,ekicho 20Kg,LINE-12,GP C,20.0,1008,0.0,0.0
2026,2,Februari,Februari 2026,7,Small/Medium,100G,LINE-10,UNILOGO,12.0,1575,1633.0,6225.0
2026,2,Februari,Februari 2026,7,Bag Type,250LC,LINE-9,GP I & K,12.0,2520,0.0,5566.0
2026,2,Februari,Februari 2026,7,Bag Type,250RC,LINE-8,"GP TT10,E,G,H",20.0,2217,2581.0,17908.0
2026,2,Februari,Februari 2026,7,Bag Type,250RC,LINE-9,GP I & K,20.0,1689,0.0,2338.0
2026,2,Februari,Februari 2026,7,Bag Type,500G,LINE-9,GP I,12.0,4500,0.0,0.0
2026,2,Februari,Februari 2026,7,Small/Medium,50G,LINE-5,SANCO,12.0,1418,1340.0,6573.0
2026,2,Februari,Februari 2026,7,Bag Type,A5RB,LINE-1,Vertical Packer,10.8,2016,1867.0,14446.0
2026,2,Februari,Februari 2026,7,Bag Type,A5RB,LINE-2,Vertical Packer,10.8,2016,0.0,0.0
2026,2,Februari,Februari 2026,7,Small/Medium,A5RB,LINE-3,Vertical Packer,10.8,2016,2233.0,15344.0
2026,2,Februari,Februari 2026,7,Small/Medium,AJP 200gr,LINE-12,GP C,6.0,2016,0.0,1177.0
2026,2,Februari,Februari 2026,7,Small/Medium,Ajinomoto Plus,LINE-12,GP C,20.0,1260,1073.0,1510.0
2026,2,Februari,Februari 2026,7,Small/Medium,Ajiplus,LINE-12,GP C,20.0,1260,0.0,0.0
2026,2,Februari,Februari 2026,7,Small/Medium,Ajiplus Ekicho,LINE-12,GP C,20.0,1260,0.0,0.0
2026,2,Februari,Februari 2026,7,Small/Medium,Ajiplus Premium,LINE-12,GP C,20.0,1008,0.0,3121.0
2026,2,Februari,Februari 2026,7,Small/Medium,Amamiplus,LINE-13,Vertical Packer,12.0,44,0.0,0.0
2026,2,Februari,Februari 2026,7,Bag Type,Eco Pack,LINE-9,GP I & K,14.4,441,0.0,0.0
2026,2,Februari,Februari 2026,7,Bag Type,KGLC,LINE-9,GP I & K,12.0,4200,0.0,0.0
2026,2,Februari,Februari 2026,7,Bag Type,KGRC,LINE-9,GP I,20.0,4500,4647.0,12326.0
2026,2,Februari,Februari 2026,7,Small/Medium,MJCL,LINE-4,YDE,2.52,2187,2418.0,16659.0
2026,2,Februari,Februari 2026,7,Small/Medium,PTCL,LINE-6,YDE,5.76,3904,3753.0,19050.0
2026,2,Februari,Februari 2026,7,Small/Medium,PTPA 20gr,LINE-11,YDE,5.76,1952,0.0,0.0
2026,2,Februari,Februari 2026,7,Small/Medium,ekicho 20Kg,LINE-12,GP C,20.0,1008,0.0,0.0
2026,2,Februari,Februari 2026,8,Small/Medium,100G,LINE-10,UNILOGO,12.0,1575,1685.0,7910.0
2026,2,Februari,Februari 2026,8,Bag Type,250LC,LINE-9,GP I & K,12.0,2520,0.0,5566.0
2026,2,Februari,Februari 2026,8,Bag Type,250RC,LINE-8,"GP TT10,E,G,H",20.0,2217,2555.0,20463.0
2026,2,Februari,Februari 2026,8,Bag Type,250RC,LINE-9,GP I & K,20.0,1689,0.0,2338.0
2026,2,Februari,Februari 2026,8,Bag Type,500G,LINE-9,GP I,12.0,4500,0.0,0.0
2026,2,Februari,Februari 2026,8,Small/Medium,50G,LINE-5,SANCO,12.0,1418,1396.0,7969.0
2026,2,Februari,Februari 2026,8,Bag Type,A5RB,LINE-1,Vertical Packer,10.8,2016,2024.0,16470.0
2026,2,Februari,Februari 2026,8,Bag Type,A5RB,LINE-2,Vertical Packer,10.8,2016,0.0,0.0
2026,2,Februari,Februari 2026,8,Small/Medium,A5RB,LINE-3,Vertical Packer,10.8,2016,2244.0,17588.0
2026,2,Februari,Februari 2026,8,Small/Medium,AJP 200gr,LINE-12,GP C,6.0,2016,0.0,1177.0
2026,2,Februari,Februari 2026,8,Small/Medium,Ajinomoto Plus,LINE-12,GP C,20.0,1260,1177.0,2687.0
2026,2,Februari,Februari 2026,8,Small/Medium,Ajiplus,LINE-12,GP C,20.0,1260,0.0,0.0
